user_id,timestamp,action
324817727,2025-04-20 16:12:34,message: Привет
324817727,2025-04-20 16:13:23,message: Какая красивая панорама
324817727,2025-04-20 19:49:03,message: Привет
324817727,2025-04-20 19:49:18,message: Как дела
